date,sales,temp,holiday,promo
2022-08-04,813.0,26.0,1.0,1.0
2022-08-05,1136.0,24.6,1.0,1.3
2022-08-06,1414.0,29.0,1.0,1.3
2022-08-07,1239.0,26.4,1.0,1.0
2022-08-08,867.0,25.1,1.0,1.0
2022-08-09,732.0,27.8,1.0,1.0
2022-08-10,960.0,21.0,1.0,1.0
2022-08-11,892.0,21.2,1.0,1.0
2022-08-12,875.0,26.7,1.0,1.0
2022-08-13,1154.0,25.2,1.0,1.0
2022-08-14,1139.0,25.4,1.0,1.0
2022-08-15,1263.0,22.1,1.0,1.3
2022-08-16,819.0,24.6,1.0,1.0
2022-08-17,834.0,28.6,1.0,1.0
2022-08-18,1202.0,26.1,1.0,1.3
2022-08-19,1134.0,24.6,1.0,1.3
2022-08-20,1083.0,23.3,1.0,1.0
2022-08-21,1249.0,23.2,1.0,1.0
2022-08-22,1024.0,19.6,1.0,1.0
2022-08-23,912.0,24.3,1.0,1.0
2022-08-24,797.0,25.3,1.0,1.0
2022-08-25,998.0,20.3,1.0,1.0
2022-08-26,849.0,22.0,1.0,1.0
2022-08-27,1643.0,20.9,1.0,1.3
2022-08-28,1525.0,21.1,1.0,1.3
2022-08-29,870.0,23.0,1.0,1.0
2022-08-30,949.0,18.5,1.0,1.0
2022-08-31,918.0,23.8,1.0,1.0
2022-09-01,892.0,23.9,1.0,1.0
2022-09-02,986.0,21.7,1.0,1.0
2022-09-03,1248.0,17.1,1.0,1.0
2022-09-04,1336.0,19.9,1.0,1.0
2022-09-05,944.0,24.2,1.0,1.0
2022-09-06,950.0,16.0,1.0,1.0
2022-09-07,916.0,20.7,1.0,1.0
2022-09-08,884.0,18.8,1.0,1.0
2022-09-09,965.0,22.6,1.0,1.0
2022-09-10,1245.0,19.5,1.0,1.0
2022-09-11,1072.0,21.5,1.0,1.0
2022-09-12,930.0,21.6,1.0,1.0
2022-09-13,885.0,24.0,1.0,1.0
2022-09-14,1072.0,19.7,1.0,1.0
2022-09-15,1134.0,20.7,1.0,1.3
2022-09-16,1184.0,16.8,1.0,1.3
2022-09-17,1332.0,21.9,1.0,1.0
2022-09-18,1815.0,17.8,1.0,1.3
2022-09-19,948.0,18.0,1.0,1.0
2022-09-20,950.0,18.9,1.0,1.0
2022-09-21,1350.0,15.6,1.0,1.3
2022-09-22,850.0,19.0,1.0,1.0
2022-09-23,869.0,20.3,1.0,1.0
2022-09-24,1265.0,18.7,1.0,1.0
2022-09-25,1425.0,14.8,1.0,1.0
2022-09-26,1263.0,17.5,1.0,1.3
2022-09-27,1293.0,19.0,1.0,1.3
2022-09-28,1391.0,13.6,1.0,1.3
2022-09-29,1130.0,15.0,1.0,1.0
2022-09-30,1244.0,18.7,1.0,1.3
2022-10-01,1751.0,17.3,1.35,1.0
2022-10-02,1944.0,17.4,1.35,1.0
2022-10-03,1204.0,20.1,1.35,1.0
2022-10-04,1433.0,17.1,1.35,1.0
2022-10-05,1266.0,17.2,1.35,1.0
2022-10-06,1320.0,21.1,1.35,1.0
2022-10-07,1335.0,15.1,1.35,1.0
2022-10-08,1596.0,13.7,1.0,1.3
2022-10-09,1226.0,16.0,1.0,1.0
2022-10-10,1019.0,15.8,1.0,1.0
2022-10-11,1061.0,13.6,1.0,1.0
2022-10-12,989.0,12.4,1.0,1.0
2022-10-13,993.0,18.9,1.0,1.0
2022-10-14,1347.0,14.7,1.0,1.3
2022-10-15,1218.0,12.4,1.0,1.0
2022-10-16,1359.0,15.5,1.0,1.0
2022-10-17,1361.0,13.2,1.0,1.3
2022-10-18,1151.0,12.7,1.0,1.0
2022-10-19,1269.0,14.2,1.0,1.3
2022-10-20,952.0,10.3,1.0,1.0
2022-10-21,1354.0,13.3,1.0,1.3
2022-10-22,1359.0,16.3,1.0,1.0
2022-10-23,1251.0,13.2,1.0,1.0
2022-10-24,960.0,11.3,1.0,1.0
2022-10-25,1012.0,10.8,1.0,1.0
2022-10-26,931.0,10.8,1.0,1.0
2022-10-27,956.0,10.9,1.0,1.0
2022-10-28,981.0,10.5,1.0,1.0
2022-10-29,1771.0,12.9,1.0,1.3
2022-10-30,1184.0,7.4,1.0,1.0
2022-10-31,876.0,12.4,1.0,1.0
2022-11-01,855.0,9.7,1.0,1.0
2022-11-02,902.0,11.0,1.0,1.0
2022-11-03,872.0,7.8,1.0,1.0
2022-11-04,973.0,12.6,1.0,1.0
2022-11-05,1183.0,12.2,1.0,1.0
2022-11-06,1577.0,11.4,1.0,1.3
2022-11-07,883.0,6.3,1.0,1.0
2022-11-08,943.0,10.8,1.0,1.0
2022-11-09,1035.0,9.8,1.0,1.0
2022-11-10,952.0,5.6,1.0,1.0
2022-11-11,947.0,8.6,1.0,1.0
2022-11-12,1202.0,9.2,1.0,1.0
2022-11-13,1205.0,9.4,1.0,1.0
2022-11-14,960.0,8.5,1.0,1.0
2022-11-15,974.0,8.5,1.0,1.0
2022-11-16,906.0,10.7,1.0,1.0
2022-11-17,954.0,10.1,1.0,1.0
2022-11-18,759.0,1.7,1.0,1.0
2022-11-19,1207.0,6.7,1.0,1.0
2022-11-20,1247.0,6.8,1.0,1.0
2022-11-21,864.0,3.5,1.0,1.0
2022-11-22,1017.0,7.0,1.0,1.0
2022-11-23,887.0,9.2,1.0,1.0
2022-11-24,896.0,4.4,1.0,1.0
2022-11-25,911.0,7.1,1.0,1.0
2022-11-26,1141.0,4.4,1.0,1.0
2022-11-27,1143.0,4.8,1.0,1.0
2022-11-28,934.0,8.9,1.0,1.0
2022-11-29,927.0,4.7,1.0,1.0
2022-11-30,976.0,6.6,1.0,1.0
2022-12-01,1103.0,1.8,1.0,1.3
2022-12-02,969.0,9.2,1.0,1.0
2022-12-03,1451.0,6.5,1.0,1.3
2022-12-04,1191.0,4.8,1.0,1.0
2022-12-05,1104.0,6.2,1.0,1.3
2022-12-06,900.0,2.1,1.0,1.0
2022-12-07,1322.0,7.2,1.0,1.3
2022-12-08,856.0,4.1,1.0,1.0
2022-12-09,749.0,4.2,1.0,1.0
2022-12-10,1073.0,3.6,1.0,1.0
2022-12-11,1185.0,3.3,1.0,1.0
2022-12-12,903.0,5.7,1.0,1.0
2022-12-13,875.0,4.8,1.0,1.0
2022-12-14,920.0,5.5,1.0,1.0
2022-12-15,876.0,4.1,1.0,1.0
2022-12-16,1200.0,5.0,1.0,1.3
2022-12-17,1149.0,3.1,1.0,1.0
2022-12-18,1263.0,8.3,1.0,1.0
2022-12-19,829.0,0.6,1.0,1.0
2022-12-20,913.0,6.2,1.0,1.0
2022-12-21,850.0,6.4,1.0,1.0
2022-12-22,788.0,1.9,1.0,1.0
2022-12-23,969.0,8.0,1.0,1.0
2022-12-24,1121.0,5.4,1.0,1.0
2022-12-25,1157.0,5.3,1.0,1.0
2022-12-26,833.0,3.4,1.0,1.0
2022-12-27,791.0,2.9,1.0,1.0
2022-12-28,1064.0,2.8,1.0,1.3
2022-12-29,1169.0,4.0,1.0,1.3
2022-12-30,1138.0,6.0,1.0,1.3
2022-12-31,956.0,3.5,1.0,1.0
2023-01-01,1023.0,1.3,1.0,1.0
2023-01-02,918.0,4.7,1.0,1.0
2023-01-03,819.0,4.9,1.0,1.0
2023-01-04,733.0,4.3,1.0,1.0
2023-01-05,916.0,4.5,1.0,1.0
2023-01-06,833.0,2.5,1.0,1.0
2023-01-07,1018.0,1.1,1.0,1.0
2023-01-08,999.0,1.3,1.0,1.0
2023-01-09,823.0,-0.3,1.0,1.0
2023-01-10,778.0,3.5,1.0,1.0
2023-01-11,1106.0,2.8,1.0,1.3
2023-01-12,814.0,2.1,1.0,1.0
2023-01-13,764.0,-2.9,1.0,1.0
2023-01-14,1011.0,0.6,1.0,1.0
2023-01-15,1048.0,5.3,1.0,1.0
2023-01-16,827.0,1.8,1.0,1.0
2023-01-17,755.0,3.8,1.0,1.0
2023-01-18,690.0,0.4,1.0,1.0
2023-01-19,846.0,6.1,1.0,1.0
2023-01-20,813.0,2.9,1.0,1.0
2023-01-21,1058.0,3.8,1.0,1.0
2023-01-22,1105.0,8.0,1.0,1.0
2023-01-23,798.0,6.4,1.0,1.0
2023-01-24,1057.0,2.8,1.0,1.3
2023-01-25,768.0,2.3,1.0,1.0
2023-01-26,752.0,2.9,1.0,1.0
2023-01-27,1007.0,4.6,1.0,1.3
2023-01-28,1132.0,3.4,1.0,1.0
2023-01-29,1346.0,2.9,1.5,1.0
2023-01-30,1620.0,6.7,1.5,1.3
2023-01-31,1045.0,3.6,1.5,1.0
2023-02-01,1222.0,8.5,1.5,1.0
2023-02-02,1136.0,4.2,1.5,1.0
2023-02-03,1063.0,7.7,1.5,1.0
2023-02-04,1561.0,4.9,1.5,1.0
2023-02-05,1512.0,6.2,1.5,1.0
2023-02-06,665.0,2.9,1.0,1.0
2023-02-07,796.0,2.8,1.0,1.0
2023-02-08,1105.0,5.5,1.0,1.3
2023-02-09,864.0,6.7,1.0,1.0
2023-02-10,791.0,4.9,1.0,1.0
2023-02-11,977.0,2.3,1.0,1.0
2023-02-12,1049.0,2.3,1.0,1.0
2023-02-13,1068.0,2.3,1.0,1.3
2023-02-14,791.0,1.7,1.0,1.0
2023-02-15,732.0,5.6,1.0,1.0
2023-02-16,804.0,7.8,1.0,1.0
2023-02-17,1032.0,5.6,1.0,1.3
2023-02-18,849.0,1.2,1.0,1.0
2023-02-19,1339.0,5.5,1.0,1.3
2023-02-20,877.0,5.7,1.0,1.0
2023-02-21,1093.0,10.4,1.0,1.3
2023-02-22,814.0,3.4,1.0,1.0
2023-02-23,777.0,5.7,1.0,1.0
2023-02-24,801.0,10.0,1.0,1.0
2023-02-25,1044.0,7.7,1.0,1.0
2023-02-26,1265.0,8.0,1.0,1.3
2023-02-27,955.0,7.3,1.0,1.3
2023-02-28,1097.0,7.9,1.0,1.3
2023-03-01,857.0,8.9,1.0,1.0
2023-03-02,720.0,5.9,1.0,1.0
2023-03-03,841.0,9.5,1.0,1.0
2023-03-04,978.0,5.1,1.0,1.0
2023-03-05,1358.0,8.7,1.0,1.3
2023-03-06,807.0,8.6,1.0,1.0
2023-03-07,819.0,7.1,1.0,1.0
2023-03-08,788.0,8.5,1.0,1.0
2023-03-09,840.0,7.5,1.0,1.0
2023-03-10,782.0,6.8,1.0,1.0
2023-03-11,1370.0,8.4,1.0,1.3
2023-03-12,951.0,7.0,1.0,1.0
2023-03-13,1165.0,10.1,1.0,1.3
2023-03-14,793.0,7.3,1.0,1.0
2023-03-15,833.0,11.2,1.0,1.0
2023-03-16,699.0,7.6,1.0,1.0
2023-03-17,746.0,9.0,1.0,1.0
2023-03-18,1096.0,9.1,1.0,1.0
2023-03-19,1066.0,13.2,1.0,1.0
2023-03-20,707.0,11.4,1.0,1.0
2023-03-21,843.0,10.5,1.0,1.0
2023-03-22,776.0,12.1,1.0,1.0
2023-03-23,832.0,7.1,1.0,1.0
2023-03-24,794.0,11.5,1.0,1.0
2023-03-25,1381.0,15.7,1.0,1.3
2023-03-26,1116.0,12.2,1.0,1.0
2023-03-27,986.0,12.3,1.0,1.3
2023-03-28,758.0,13.4,1.0,1.0
2023-03-29,798.0,14.3,1.0,1.0
2023-03-30,820.0,8.7,1.0,1.0
2023-03-31,942.0,9.6,1.0,1.3
2023-04-01,943.0,13.6,1.0,1.0
2023-04-02,1093.0,11.9,1.0,1.0
2023-04-03,778.0,16.2,1.0,1.0
2023-04-04,787.0,13.1,1.0,1.0
2023-04-05,704.0,10.1,1.0,1.0
2023-04-06,768.0,11.6,1.0,1.0
2023-04-07,1018.0,8.9,1.0,1.3
2023-04-08,1111.0,14.1,1.0,1.0
2023-04-09,1004.0,14.4,1.0,1.0
2023-04-10,891.0,14.2,1.0,1.0
2023-04-11,774.0,17.4,1.0,1.0
2023-04-12,773.0,17.8,1.0,1.0
2023-04-13,887.0,15.3,1.0,1.0
2023-04-14,1059.0,11.6,1.0,1.3
2023-04-15,1018.0,17.3,1.0,1.0
2023-04-16,1043.0,17.3,1.0,1.0
2023-04-17,878.0,17.1,1.0,1.0
2023-04-18,1140.0,18.6,1.0,1.3
2023-04-19,1009.0,14.5,1.0,1.3
2023-04-20,789.0,21.1,1.0,1.0
2023-04-21,822.0,15.3,1.0,1.0
2023-04-22,987.0,19.0,1.0,1.0
2023-04-23,1061.0,14.3,1.0,1.0
2023-04-24,820.0,16.0,1.0,1.0
2023-04-25,850.0,21.1,1.0,1.0
2023-04-26,876.0,17.7,1.0,1.0
2023-04-27,789.0,20.1,1.0,1.0
2023-04-28,801.0,19.1,1.0,1.0
2023-04-29,1102.0,18.6,1.0,1.0
2023-04-30,1296.0,21.8,1.0,1.3
2023-05-01,846.0,18.8,1.0,1.0
2023-05-02,824.0,15.9,1.0,1.0
2023-05-03,775.0,18.0,1.0,1.0
2023-05-04,760.0,20.9,1.0,1.0
2023-05-05,878.0,20.8,1.0,1.0
2023-05-06,1069.0,17.1,1.0,1.0
2023-05-07,1175.0,18.9,1.0,1.0
2023-05-08,796.0,19.4,1.0,1.0
2023-05-09,833.0,20.0,1.0,1.0
2023-05-10,950.0,18.2,1.0,1.0
2023-05-11,771.0,19.8,1.0,1.0
2023-05-12,730.0,19.8,1.0,1.0
2023-05-13,1120.0,23.0,1.0,1.0
2023-05-14,987.0,23.2,1.0,1.0
2023-05-15,815.0,21.5,1.0,1.0
2023-05-16,791.0,21.2,1.0,1.0
2023-05-17,824.0,22.4,1.0,1.0
2023-05-18,780.0,20.7,1.0,1.0
2023-05-19,823.0,20.2,1.0,1.0
2023-05-20,1107.0,20.7,1.0,1.0
2023-05-21,1007.0,21.5,1.0,1.0
2023-05-22,798.0,20.6,1.0,1.0
2023-05-23,793.0,23.4,1.0,1.0
2023-05-24,730.0,24.7,1.0,1.0
2023-05-25,1066.0,20.2,1.0,1.3
2023-05-26,1065.0,23.6,1.0,1.3
2023-05-27,1038.0,23.2,1.0,1.0
2023-05-28,1342.0,24.5,1.0,1.3
2023-05-29,814.0,23.9,1.0,1.0
2023-05-30,809.0,21.2,1.0,1.0
2023-05-31,874.0,21.7,1.0,1.0
2023-06-01,885.0,24.4,1.0,1.0
2023-06-02,773.0,26.5,1.0,1.0
2023-06-03,1490.0,20.2,1.0,1.3
2023-06-04,1037.0,25.4,1.0,1.0
2023-06-05,811.0,27.2,1.0,1.0
2023-06-06,898.0,24.7,1.0,1.0
2023-06-07,832.0,26.2,1.0,1.0
2023-06-08,745.0,23.8,1.0,1.0
2023-06-09,1098.0,25.1,1.0,1.3
2023-06-10,1191.0,22.2,1.0,1.0
2023-06-11,1112.0,20.8,1.0,1.0
2023-06-12,851.0,27.5,1.0,1.0
2023-06-13,808.0,23.7,1.0,1.0
2023-06-14,759.0,24.9,1.0,1.0
2023-06-15,860.0,23.1,1.0,1.0
2023-06-16,764.0,23.1,1.0,1.0
2023-06-17,1063.0,25.7,1.0,1.0
2023-06-18,1180.0,24.7,1.0,1.0
2023-06-19,944.0,27.0,1.0,1.3
2023-06-20,757.0,27.2,1.0,1.0
2023-06-21,773.0,27.0,1.0,1.0
2023-06-22,824.0,26.9,1.0,1.0
2023-06-23,786.0,29.6,1.0,1.0
2023-06-24,1207.0,24.4,1.0,1.0
2023-06-25,1150.0,26.5,1.0,1.0
2023-06-26,839.0,28.9,1.0,1.0
2023-06-27,821.0,29.2,1.0,1.0
2023-06-28,890.0,23.9,1.0,1.0
2023-06-29,1044.0,26.2,1.0,1.3
2023-06-30,858.0,29.5,1.0,1.0
2023-07-01,1011.0,27.9,1.0,1.0
2023-07-02,1493.0,27.3,1.0,1.3
2023-07-03,912.0,26.5,1.0,1.0
2023-07-04,867.0,26.2,1.0,1.0
2023-07-05,835.0,27.5,1.0,1.0
2023-07-06,877.0,26.5,1.0,1.0
2023-07-07,707.0,26.9,1.0,1.0
2023-07-08,1129.0,27.1,1.0,1.0
2023-07-09,1463.0,25.6,1.0,1.3
2023-07-10,845.0,28.1,1.0,1.0
2023-07-11,850.0,32.8,1.0,1.0
2023-07-12,897.0,23.4,1.0,1.0
2023-07-13,799.0,27.6,1.0,1.0
2023-07-14,875.0,25.5,1.0,1.0
2023-07-15,1453.0,28.1,1.0,1.3
2023-07-16,1137.0,27.0,1.0,1.0
2023-07-17,865.0,28.4,1.0,1.0
2023-07-18,904.0,29.2,1.0,1.0
2023-07-19,815.0,27.2,1.0,1.0
2023-07-20,864.0,29.1,1.0,1.0
2023-07-21,1004.0,22.1,1.0,1.0
2023-07-22,1289.0,29.9,1.0,1.3
2023-07-23,1152.0,27.5,1.0,1.0
2023-07-24,834.0,28.8,1.0,1.0
2023-07-25,896.0,24.2,1.0,1.0
2023-07-26,861.0,24.9,1.0,1.0
2023-07-27,881.0,26.8,1.0,1.0
2023-07-28,995.0,26.4,1.0,1.0
2023-07-29,1072.0,26.9,1.0,1.0
2023-07-30,1061.0,28.5,1.0,1.0
2023-07-31,869.0,22.7,1.0,1.0
2023-08-01,976.0,28.1,1.0,1.0
2023-08-02,883.0,26.1,1.0,1.0
2023-08-03,914.0,25.6,1.0,1.0
2023-08-04,924.0,23.0,1.0,1.0
2023-08-05,1109.0,26.8,1.0,1.0
2023-08-06,1618.0,20.9,1.0,1.3
2023-08-07,1040.0,27.0,1.0,1.0
2023-08-08,1038.0,22.6,1.0,1.0
2023-08-09,877.0,25.6,1.0,1.0
2023-08-10,968.0,25.1,1.0,1.0
2023-08-11,860.0,27.6,1.0,1.0
2023-08-12,1090.0,24.8,1.0,1.0
2023-08-13,1709.0,23.6,1.0,1.3
2023-08-14,1018.0,23.9,1.0,1.0
2023-08-15,970.0,27.3,1.0,1.0
2023-08-16,906.0,25.8,1.0,1.0
2023-08-17,947.0,23.8,1.0,1.0
2023-08-18,1299.0,24.0,1.0,1.3
2023-08-19,1314.0,21.2,1.0,1.0
2023-08-20,1202.0,24.9,1.0,1.0
